"Code";"Name";"total;dwellings;2021;[-]";
2816044;"Ruciane-Nida - urban area (4)";1752;
2816045;"Ruciane-Nida - rural area (5)";1353;
2817000;"Powiat szczycieński";23905;
2817011;"Szczytno (1)";9437;
2817022;"Dźwierzuty (2)";2052;
2817032;"Jedwabno (2)";1325;
2817043;"Pasym (3)";1924;
2817044;"Pasym - urban area (4)";904;
2817045;"Pasym - rural area (5)";1020;
2817052;"Rozogi (2)";1433;
2817062;"Szczytno (2)";4024;
2817072;"Świętajno (2)";1827;
2817083;"Wielbark (3)";1883;
2817084;"Wielbark - urban area (4)";970;
2817085;"Wielbark - rural area (5)";913;
2818000;"Powiat gołdapski";9337;
2818012;"Banie Mazurskie (2)";1301;
2818022;"Dubeninki (2)";1058;
2818033;"Gołdap (3)";6978;
2818034;"Gołdap - urban area (4)";5077;
2818035;"Gołdap - rural area (5)";1901;
2819000;"Powiat węgorzewski";8514;
2819012;"Budry (2)";954;
2819022;"Pozezdrze (2)";1158;
2819033;"Węgorzewo (3)";6402;
2819034;"Węgorzewo - urban area (4)";4416;
2819035;"Węgorzewo - rural area (5)";1986;
2861000;"City with powiat status Elbląg";48440;
2861011;"Elbląg (1)";48440;
2862000;"City with powiat status Olsztyn";81689;
2862011;"Olsztyn (1)";81689;
3000000;"WIELKOPOLSKIE";1328143;
3001000;"Powiat chodzieski";15632;
3001011;"Chodzież (1)";6970;
3001023;"Budzyń (3)";2549;
3001024;"Budzyń - urban area (4)";1431;
3001025;"Budzyń - rural area (5)";1118;
3001032;"Chodzież (2)";1955;
3001043;"Margonin (3)";1921;
3001044;"Margonin - urban area (4)";915;
3001045;"Margonin - rural area (5)";1006;
3001053;"Szamocin (3)";2237;
3001054;"Szamocin - urban area (4)";1307;
3001055;"Szamocin - rural area (5)";930;
3002000;"Powiat czarnkowsko-trzcianecki";28467;
3002011;"Czarnków (1)";4096;
3002022;"Czarnków (2)";3263;
3002032;"Drawsko (2)";1846;
3002043;"Krzyż Wielkopolski (3)";3057;
3002044;"Krzyż Wielkopolski - urban area (4)";2244;
3002045;"Krzyż Wielkopolski - rural area (5)";813;
3002052;"Lubasz (2)";2252;
3002062;"Połajewo (2)";1691;
3002073;"Trzcianka (3)";8452;
3002074;"Trzcianka - urban area (4)";6243;
3002075;"Trzcianka - rural area (5)";2209;
3002083;"Wieleń (3)";3810;
3002084;"Wieleń - urban area (4)";1890;
3002085;"Wieleń - rural area (5)";1920;
3003000;"Powiat gnieźnieński";54107;
3003011;"Gniezno (1)";28399;
3003023;"Czerniejewo (3)";2442;
3003024;"Czerniejewo - urban area (4)";958;
3003025;"Czerniejewo - rural area (5)";1484;
3003032;"Gniezno (2)";4393;
3003042;"Kiszkowo (2)";1670;
3003053;"Kłecko (3)";2263;
3003054;"Kłecko - urban area (4)";906;
3003055;"Kłecko - rural area (5)";1357;
3003062;"Łubowo (2)";2294;
3003072;"Mieleszyn (2)";1043;
3003082;"Niechanowo (2)";1731;
3003093;"Trzemeszno (3)";5042;
3003094;"Trzemeszno - urban area (4)";2961;
3003095;"Trzemeszno - rural area (5)";2081;
3003103;"Witkowo (3)";4830;
3003104;"Witkowo - urban area (4)";3099;
3003105;"Witkowo - rural area (5)";1731;
3004000;"Powiat gostyński";23340;
3004013;"Borek Wielkopolski (3)";2070;
3004014;"Borek Wielkopolski - urban area (4)";731;
3004015;"Borek Wielkopolski - rural area (5)";1339;
3004023;"Gostyń (3)";9878;
3004024;"Gostyń - urban area (4)";7656;
3004025;"Gostyń - rural area (5)";2222;
3004033;"Krobia (3)";3716;
3004034;"Krobia - urban area (4)";1438;
3004035;"Krobia - rural area (5)";2278;
3004042;"Pępowo (2)";1617;
3004052;"Piaski (2)";2381;
3004063;"Pogorzela (3)";1385;
3004064;"Pogorzela - urban area (4)";643;
3004065;"Pogorzela - rural area (5)";742;
3004073;"Poniec (3)";2293;
3004074;"Poniec - urban area (4)";972;
3004075;"Poniec - rural area (5)";1321;
3005000;"Powiat grodziski";15966;
3005012;"Granowo (2)";1478;
3005023;"Grodzisk Wielkopolski (3)";7220;
3005024;"Grodzisk Wielkopolski - urban area (4)";5658;
3005025;"Grodzisk Wielkopolski - rural area (5)";1562;
3005032;"Kamieniec (2)";1735;
3005043;"Rakoniewice (3)";3716;
3005044;"Rakoniewice - urban area (4)";1174;
3005045;"Rakoniewice - rural area (5)";2542;
3005053;"Wielichowo (3)";1817;
3005054;"Wielichowo - urban area (4)";522;
3005055;"Wielichowo - rural area (5)";1295;
3006000;"Powiat jarociński";23296;
3006013;"Jaraczewo (3)";2210;
3006014;"Jaraczewo - urban area (4)";446;
3006015;"Jaraczewo - rural area (5)";1764;
3006023;"Jarocin (3)";16309;
3006024;"Jarocin - urban area (4)";10726;
3006025;"Jarocin - rural area (5)";5583;
3006032;"Kotlin (2)";1962;
3006043;"Żerków (3)";2815;
3006044;"Żerków - urban area (4)";685;
3006045;"Żerków - rural area (5)";2130;
3007000;"Powiat kaliski";24327;
3007012;"Blizanów (2)";2945;
3007022;"Brzeziny (2)";1716;
3007032;"Ceków-Kolonia (2)";1373;
3007042;"Godziesze Wielkie (2)";2811;
3007053;"Koźminek (3)";2150;
3007054;"Koźminek - urban area (4)";642;
3007055;"Koźminek - rural area (5)";1508;
3007062;"Lisków (2)";1438;
3007072;"Mycielin (2)";1349;
3007083;"Opatówek (3)";3413;
3007084;"Opatówek - urban area (4)";1283;
3007085;"Opatówek - rural area (5)";2130;
3007093;"Stawiszyn (3)";2182;
3007094;"Stawiszyn - urban area (4)";491;
3007095;"Stawiszyn - rural area (5)";1691;
3007102;"Szczytniki (2)";2182;
3007112;"Żelazków (2)";2768;
3008000;"Powiat kępiński";18636;
3008012;"Baranów (2)";2535;
3008022;"Bralin (2)";1845;
3008033;"Kępno (3)";8951;
3008034;"Kępno - urban area (4)";5895;
3008035;"Kępno - rural area (5)";3056;
3008042;"Łęka Opatowska (2)";1490;
3008052;"Perzów (2)";1209;
3008062;"Rychtal (2)";1182;
3008072;"Trzcinica (2)";1424;
3009000;"Powiat kolski";29921;
3009011;"Koło (1)";8997;
3009022;"Babiak (2)";2431;
3009032;"Chodów (2)";1102;
3009043;"Dąbie (3)";2149;
3009044;"Dąbie - urban area (4)";780;
3009045;"Dąbie - rural area (5)";1369;
3009052;"Grzegorzew (2)";1673;
3009063;"Kłodawa (3)";4230;
3009064;"Kłodawa - urban area (4)";2416;
3009065;"Kłodawa - rural area (5)";1814;
3009072;"Koło (2)";2516;
3009082;"Kościelec (2)";2235;
3009092;"Olszówka (2)";1264;
3009102;"Osiek Mały (2)";1967;
3009113;"Przedecz (3)";1357;
3009114;"Przedecz - urban area (4)";632;
3009115;"Przedecz - rural area (5)";725;
3010000;"Powiat koniński";38949;
3010013;"Golina (3)";3919;
3010014;"Golina - urban area (4)";1446;
3010015;"Golina - rural area (5)";2473;
3010022;"Grodziec (2)";1424;
3010032;"Kazimierz Biskupi (2)";3553;
3010043;"Kleczew (3)";3015;
3010044;"Kleczew - urban area (4)";1358;
3010045;"Kleczew - rural area (5)";1657;
3010052;"Kramsk (2)";3418;
3010062;"Krzymów (2)";2213;
3010073;"Rychwał (3)";2260;
3010074;"Rychwał - urban area (4)";747;
3010075;"Rychwał - rural area (5)";1513;
3010082;"Rzgów (2)";1996;
3010092;"Skulsk (2)";1882;
3010103;"Sompolno (3)";3355;
3010104;"Sompolno - urban area (4)";1267;
3010105;"Sompolno - rural area (5)";2088;
3010112;"Stare Miasto (2)";3726;
3010123;"Ślesin (3)";4431;
3010124;"Ślesin - urban area (4)";1103;
3010125;"Ślesin - rural area (5)";3328;
3010132;"Wierzbinek (2)";2034;
3010142;"Wilczyn (2)";1723;
3011000;"Powiat kościański";26481;
3011011;"Kościan (1)";10075;
3011023;"Czempiń (3)";3719;
3011024;"Czempiń - urban area (4)";1595;
3011025;"Czempiń - rural area (5)";2124;
3011032;"Kościan (2)";4725;
3011043;"Krzywiń (3)";2762;
3011044;"Krzywiń - urban area (4)";534;
3011045;"Krzywiń - rural area (5)";2228;
3011053;"Śmigiel (3)";5200;
3011054;"Śmigiel - urban area (4)";1890;
3011055;"Śmigiel - rural area (5)";3310;
3012000;"Powiat krotoszyński";24693;
3012011;"Sulmierzyce (1)";786;
3012023;"Kobylin (3)";2271;
3012024;"Kobylin - urban area (4)";977;
3012025;"Kobylin - rural area (5)";1294;
3012033;"Koźmin Wielkopolski (3)";4009;
3012034;"Koźmin Wielkopolski - urban area (4)";2288;
3012035;"Koźmin Wielkopolski - rural area (5)";1721;
3012043;"Krotoszyn (3)";14032;
3012044;"Krotoszyn - urban area (4)";11030;
3012045;"Krotoszyn - rural area (5)";3002;
3012052;"Rozdrażew (2)";1257;
3012063;"Zduny (3)";2338;
3012064;"Zduny - urban area (4)";1489;
3012065;"Zduny - rural area (5)";849;
3013000;"Powiat leszczyński";18550;
3013012;"Krzemieniewo (2)";2387;
3013022;"Lipno (2)";2973;
3013033;"Osieczna (3)";2903;
3013034;"Osieczna - urban area (4)";918;
3013035;"Osieczna - rural area (5)";1985;
3013043;"Rydzyna (3)";3225;
3013044;"Rydzyna - urban area (4)";953;
3013045;"Rydzyna - rural area (5)";2272;
3013052;"Święciechowa (2)";2854;
3013062;"Wijewo (2)";1186;
3013072;"Włoszakowice (2)";3022;
3014000;"Powiat międzychodzki";13105;
3014012;"Chrzypsko Wielkie (2)";1055;
3014022;"Kwilcz (2)";2070;
3014033;"Międzychód (3)";7009;
3014034;"Międzychód - urban area (4)";4233;
3014035;"Międzychód - rural area (5)";2776;
3014043;"Sieraków (3)";2971;
3014044;"Sieraków - urban area (4)";2081;
3014045;"Sieraków - rural area (5)";890;
3015000;"Powiat nowotomyski";25466;
3015012;"Kuślin (2)";1590;
3015023;"Lwówek (3)";2891;
3015024;"Lwówek - urban area (4)";1056;
3015025;"Lwówek - rural area (5)";1835;
3015032;"Miedzichowo (2)";1358;
3015043;"Nowy Tomyśl (3)";10158;
3015044;"Nowy Tomyśl - urban area (4)";5680;
3015045;"Nowy Tomyśl - rural area (5)";4478;
3015053;"Opalenica (3)";4972;
3015054;"Opalenica - urban area (4)";3093;
3015055;"Opalenica - rural area (5)";1879;
3015063;"Zbąszyń (3)";4497;
3015064;"Zbąszyń - urban area (4)";2614;
3015065;"Zbąszyń - rural area (5)";1883;
3016000;"Powiat obornicki";20358;
3016013;"Oborniki (3)";12052;
3016014;"Oborniki - urban area (4)";6726;
3016015;"Oborniki - rural area (5)";5326;
3016023;"Rogoźno (3)";6184;
3016024;"Rogoźno - urban area (4)";4051;
3016025;"Rogoźno - rural area (5)";2133;
3016032;"Ryczywół (2)";2122;
3017000;"Powiat ostrowski";56132;
3017011;"Ostrów Wielkopolski (1)";30055;
3017023;"Nowe Skalmierzyce (3)";5061;
3017024;"Nowe Skalmierzyce - urban area (4)";1774;
3017025;"Nowe Skalmierzyce - rural area (5)";3287;
3017033;"Odolanów (3)";4129;
3017034;"Odolanów - urban area (4)";1604;
3017035;"Odolanów - rural area (5)";2525;
3017042;"Ostrów Wielkopolski (2)";5574;
3017052;"Przygodzice (2)";3568;
3017063;"Raszków (3)";3253;
3017064;"Raszków - urban area (4)";671;
3017065;"Raszków - rural area (5)";2582;
3017072;"Sieroszewice (2)";2580;
3017082;"Sośnie (2)";1912;
3018000;"Powiat ostrzeszowski";17924;
3018012;"Czajków (2)";760;
3018022;"Doruchów (2)";1375;
3018033;"Grabów nad Prosną (3)";2386;
3018034;"Grabów nad Prosną - urban area (4)";701;
3018035;"Grabów nad Prosną - rural area (5)";1685;
3018042;"Kobyla Góra (2)";2061;
3018052;"Kraszewice (2)";1041;
3018063;"Mikstat (3)";1748;
3018064;"Mikstat - urban area (4)";602;
3018065;"Mikstat - rural area (5)";1146;
3018073;"Ostrzeszów (3)";8553;
3018074;"Ostrzeszów - urban area (4)";5609;
3018075;"Ostrzeszów - rural area (5)";2944;
3019000;"Powiat pilski";48227;
3019011;"Piła (1)";29238;
3019022;"Białośliwie (2)";1396;
3019032;"Kaczory (2)";2322;
3019043;"Łobżenica (3)";2653;
3019044;"Łobżenica - urban area (4)";994;
3019045;"Łobżenica - rural area (5)";1659;
3019052;"Miasteczko Krajeńskie (2)";935;
3019062;"Szydłowo (2)";3070;
3019073;"Ujście (3)";2610;
3019074;"Ujście - urban area (4)";1271;
3019075;"Ujście - rural area (5)";1339;
3019083;"Wyrzysk (3)";4132;
3019084;"Wyrzysk - urban area (4)";1781;
3019085;"Wyrzysk - rural area (5)";2351;
3019093;"Wysoka (3)";1871;
3019094;"Wysoka - urban area (4)";870;
3019095;"Wysoka - rural area (5)";1001;
3020000;"Powiat pleszewski";19633;
3020013;"Chocz (3)";1366;
3020014;"Chocz - urban area (4)";535;
3020015;"Chocz - rural area (5)";831;
3020022;"Czermin (2)";1283;
3020033;"Dobrzyca (3)";2178;
3020034;"Dobrzyca - urban area (4)";926;
3020035;"Dobrzyca - rural area (5)";1252;
3020042;"Gizałki (2)";1320;
3020052;"Gołuchów (2)";3442;
3020063;"Pleszew (3)";10044;
3020064;"Pleszew - urban area (4)";6490;
3020065;"Pleszew - rural area (5)";3554;
3021000;"Powiat poznański";153558;
3021011;"Luboń (1)";12460;
3021021;"Puszczykowo (1)";3159;
3021033;"Buk (3)";4170;
3021034;"Buk - urban area (4)";1978;
3021035;"Buk - rural area (5)";2192;
3021042;"Czerwonak (2)";9436;
3021052;"Dopiewo (2)";11699;
3021062;"Kleszczewo (2)";3852;
3021072;"Komorniki (2)";13014;
3021083;"Kostrzyn (3)";6168;
3021084;"Kostrzyn - urban area (4)";3054;
3021085;"Kostrzyn - rural area (5)";3114;
3021093;"Kórnik (3)";12187;
3021094;"Kórnik - urban area (4)";3180;
3021095;"Kórnik - rural area (5)";9007;
3021103;"Mosina (3)";11980;
3021104;"Mosina - urban area (4)";5070;
3021105;"Mosina - rural area (5)";6910;
3021113;"Murowana Goślina (3)";5782;
3021114;"Murowana Goślina - urban area (4)";3645;
3021115;"Murowana Goślina - rural area (5)";2137;
3021123;"Pobiedziska (3)";7224;
3021124;"Pobiedziska - urban area (4)";3528;
3021125;"Pobiedziska - rural area (5)";3696;
3021132;"Rokietnica (2)";7897;
3021143;"Stęszew (3)";5170;
3021144;"Stęszew - urban area (4)";2025;
3021145;"Stęszew - rural area (5)";3145;
3021152;"Suchy Las (2)";7189;
3021163;"Swarzędz (3)";20751;
3021164;"Swarzędz - urban area (4)";11130;
3021165;"Swarzędz - rural area (5)";9621;
3021172;"Tarnowo Podgórne (2)";11420;
3022000;"Powiat rawicki";20374;
3022013;"Bojanowo (3)";2758;
3022014;"Bojanowo - urban area (4)";1053;
3022015;"Bojanowo - rural area (5)";1705;
3022023;"Jutrosin (3)";1929;
3022024;"Jutrosin - urban area (4)";628;
3022025;"Jutrosin - rural area (5)";1301;
3022033;"Miejska Górka (3)";2544;
3022034;"Miejska Górka - urban area (4)";1010;
3022035;"Miejska Górka - rural area (5)";1534;
3022042;"Pakosław (2)";1324;
3022053;"Rawicz (3)";11819;
3022054;"Rawicz - urban area (4)";8842;
3022055;"Rawicz - rural area (5)";2977;
3023000;"Powiat słupecki";19593;
3023011;"Słupca (1)";5289;
3023022;"Lądek (2)";1754;
3023032;"Orchowo (2)";1105;
3023042;"Ostrowite (2)";1549;
3023052;"Powidz (2)";886;
3023062;"Słupca (2)";3058;
3023072;"Strzałkowo (2)";3298;
3023083;"Zagórów (3)";2654;
3023084;"Zagórów - urban area (4)";995;
3023085;"Zagórów - rural area (5)";1659;
3024000;"Powiat szamotulski";32244;
3024011;"Obrzycko (1)";849;
3024022;"Duszniki (2)";2867;
3024032;"Kaźmierz (2)";3276;
3024042;"Obrzycko (2)";1422;
3024053;"Ostroróg (3)";1483;
3024054;"Ostroróg - urban area (4)";594;
3024055;"Ostroróg - rural area (5)";889;
3024063;"Pniewy (3)";4189;
3024064;"Pniewy - urban area (4)";2842;
3024065;"Pniewy - rural area (5)";1347;
3024073;"Szamotuły (3)";11157;
3024074;"Szamotuły - urban area (4)";7517;
3024075;"Szamotuły - rural area (5)";3640;
3024083;"Wronki (3)";7001;
3024084;"Wronki - urban area (4)";4465;
3024085;"Wronki - rural area (5)";2536;
3025000;"Powiat średzki";21184;
3025012;"Dominowo (2)";1105;
3025022;"Krzykosy (2)";2100;
3025032;"Nowe Miasto nad Wartą (2)";2503;
3025043;"Środa Wielkopolska (3)";13116;
3025044;"Środa Wielkopolska - urban area (4)";10129;
3025045;"Środa Wielkopolska - rural area (5)";2987;
3025052;"Zaniemyśl (2)";2360;
3026000;"Powiat śremski";21533;
3026012;"Brodnica (2)";1516;
3026023;"Dolsk (3)";1765;
3026024;"Dolsk - urban area (4)";529;
3026025;"Dolsk - rural area (5)";1236;
3026033;"Książ Wielkopolski (3)";2345;
3026034;"Książ Wielkopolski - urban area (4)";807;
3026035;"Książ Wielkopolski - rural area (5)";1538;
3026043;"Śrem (3)";15907;
3026044;"Śrem - urban area (4)";11799;
3026045;"Śrem - rural area (5)";4108;
3027000;"Powiat turecki";27689;
3027011;"Turek (1)";10587;
3027022;"Brudzew (2)";1860;
3027033;"Dobra (3)";1983;
3027034;"Dobra - urban area (4)";536;
3027035;"Dobra - rural area (5)";1447;
3027042;"Kawęczyn (2)";1469;
3027052;"Malanów (2)";1866;
3027062;"Przykona (2)";1374;
3027073;"Tuliszków (3)";3104;
3027074;"Tuliszków - urban area (4)";1007;
3027075;"Tuliszków - rural area (5)";2097;
3027082;"Turek (2)";3186;
3027092;"Władysławów (2)";2260;
3028000;"Powiat wągrowiecki";24237;
3028011;"Wągrowiec (1)";10368;
3028022;"Damasławek (2)";1602;
3028033;"Gołańcz (3)";2419;
3028034;"Gołańcz - urban area (4)";1101;
3028035;"Gołańcz - rural area (5)";1318;
3028042;"Mieścisko (2)";1765;
3028053;"Skoki (3)";3526;
3028054;"Skoki - urban area (4)";1658;
3028055;"Skoki - rural area (5)";1868;
3028062;"Wapno (2)";884;
3028072;"Wągrowiec (2)";3673;
3029000;"Powiat wolsztyński";17738;
3029012;"Przemęt (2)";3850;
3029022;"Siedlec (2)";3559;
3029033;"Wolsztyn (3)";10329;
3029034;"Wolsztyn - urban area (4)";4866;
3029035;"Wolsztyn - rural area (5)";5463;
3030000;"Powiat wrzesiński";29131;
3030012;"Kołaczkowo (2)";1706;
3030023;"Miłosław (3)";3339;
3030024;"Miłosław - urban area (4)";1343;
3030025;"Miłosław - rural area (5)";1996;
3030033;"Nekla (3)";2517;
3030034;"Nekla - urban area (4)";1209;
3030035;"Nekla - rural area (5)";1308;
3030043;"Pyzdry (3)";2085;
3030044;"Pyzdry - urban area (4)";1011;
3030045;"Pyzdry - rural area (5)";1074;
3030053;"Września (3)";19484;
3030054;"Września - urban area (4)";14265;
3030055;"Września - rural area (5)";5219;
3031000;"Powiat złotowski";23181;
3031011;"Złotów (1)";7298;
3031023;"Jastrowie (3)";3901;
3031024;"Jastrowie - urban area (4)";3010;
3031025;"Jastrowie - rural area (5)";891;
3031033;"Krajenka (3)";2373;
3031034;"Krajenka - urban area (4)";1198;
3031035;"Krajenka - rural area (5)";1175;
3031042;"Lipka (2)";1698;
3031053;"Okonek (3)";2793;
3031054;"Okonek - urban area (4)";1308;
3031055;"Okonek - rural area (5)";1485;
3031062;"Tarnówka (2)";930;
3031072;"Zakrzewo (2)";1404;
3031082;"Złotów (2)";2784;
3061000;"City with powiat status Kalisz";45478;
3061011;"Kalisz (1)";45478;
3062000;"City with powiat status Konin";30446;
3062011;"Konin (1)";30446;
3063000;"City with powiat status Leszno";26360;
3063011;"Leszno (1)";26360;
3064000;"City with powiat status Poznań";292187;
3064011;"Poznań (1)";292187;
3200000;"ZACHODNIOPOMORSKIE";697278;
3201000;"Powiat białogardzki";17338;
3201011;"Białogard (1)";9300;
3201022;"Białogard (2)";2525;
3201033;"Karlino (3)";3239;
3201034;"Karlino - urban area (4)";2209;
3201035;"Karlino - rural area (5)";1030;
3201043;"Tychowo (3)";2274;
3201044;"Tychowo - urban area (4)";897;
3201045;"Tychowo - rural area (5)";1377;
3202000;"Powiat choszczeński";17156;
3202012;"Bierzwnik (2)";1497;
3202023;"Choszczno (3)";8126;
3202024;"Choszczno - urban area (4)";6022;
3202025;"Choszczno - rural area (5)";2104;
3202033;"Drawno (3)";1927;
3202034;"Drawno - urban area (4)";883;
3202035;"Drawno - rural area (5)";1044;
3202042;"Krzęcin (2)";1172;
3202053;"Pełczyce (3)";2536;
3202054;"Pełczyce - urban area (4)";888;
3202055;"Pełczyce - rural area (5)";1648;
3202063;"Recz (3)";1898;
3202064;"Recz - urban area (4)";1029;
3202065;"Recz - rural area (5)";869;
3203000;"Powiat drawski";20582;
3203013;"Czaplinek (3)";4050;
3203014;"Czaplinek - urban area (4)";2566;
3203015;"Czaplinek - rural area (5)";1484;
3203023;"Drawsko Pomorskie (3)";6590;
3203024;"Drawsko Pomorskie - urban area (4)";4625;
3203025;"Drawsko Pomorskie - rural area (5)";1965;
3203033;"Kalisz Pomorski (3)";2517;
3203034;"Kalisz Pomorski - urban area (4)";1537;
3203035;"Kalisz Pomorski - rural area (5)";980;
3203052;"Wierzchowo (2)";1411;
3203063;"Złocieniec (3)";6014;
3203064;"Złocieniec - urban area (4)";4815;
3203065;"Złocieniec - rural area (5)";1199;
3204000;"Powiat goleniowski";30058;
3204023;"Goleniów (3)";14048;
3204024;"Goleniów - urban area (4)";9119;
3204025;"Goleniów - rural area (5)";4929;
3204033;"Maszewo (3)";2794;
3204034;"Maszewo - urban area (4)";1192;
3204035;"Maszewo - rural area (5)";1602;
3204043;"Nowogard (3)";8868;
3204044;"Nowogard - urban area (4)";6317;
3204045;"Nowogard - rural area (5)";2551;
3204052;"Osina (2)";952;
3204062;"Przybiernów (2)";1675;
3204073;"Stepnica (3)";1721;
3204074;"Stepnica - urban area (4)";904;
3204075;"Stepnica - rural area (5)";817;
3205000;"Powiat gryficki";21848;
3205012;"Brojce (2)";1103;
3205023;"Gryfice (3)";8598;
3205024;"Gryfice - urban area (4)";6229;
3205025;"Gryfice - rural area (5)";2369;
3205032;"Karnice (2)";1344;
3205043;"Płoty (3)";2992;
3205044;"Płoty - urban area (4)";1494;
3205045;"Płoty - rural area (5)";1498;
3205072;"Rewal (2)";2097;
3205083;"Trzebiatów (3)";5714;
3205084;"Trzebiatów - urban area (4)";3515;
3205085;"Trzebiatów - rural area (5)";2199;
3206000;"Powiat gryfiński";28440;
3206012;"Banie (2)";1987;
3206023;"Cedynia (3)";1448;
3206024;"Cedynia - urban area (4)";566;
3206025;"Cedynia - rural area (5)";882;
3206033;"Chojna (3)";4814;
3206034;"Chojna - urban area (4)";2782;
3206035;"Chojna - rural area (5)";2032;
3206043;"Gryfino (3)";11549;
3206044;"Gryfino - urban area (4)";8315;
3206045;"Gryfino - rural area (5)";3234;
3206053;"Mieszkowice (3)";2472;
3206054;"Mieszkowice - urban area (4)";1341;
3206055;"Mieszkowice - rural area (5)";1131;
3206063;"Moryń (3)";1414;
3206064;"Moryń - urban area (4)";550;
3206065;"Moryń - rural area (5)";864;
3206072;"Stare Czarnowo (2)";1278;
3206083;"Trzcińsko-Zdrój (3)";1745;
3206084;"Trzcińsko-Zdrój - urban area (4)";822;
3206085;"Trzcińsko-Zdrój - rural area (5)";923;
3206092;"Widuchowa (2)";1733;
3207000;"Powiat kamieński";23179;
3207013;"Dziwnów (3)";3956;
3207014;"Dziwnów - urban area (4)";1594;
3207015;"Dziwnów - rural area (5)";2362;
3207023;"Golczewo (3)";1988;
3207024;"Golczewo - urban area (4)";1007;
3207025;"Golczewo - rural area (5)";981;
3207033;"Kamień Pomorski (3)";5515;
3207034;"Kamień Pomorski - urban area (4)";3587;
3207035;"Kamień Pomorski - rural area (5)";1928;
3207043;"Międzyzdroje (3)";5800;
3207044;"Międzyzdroje - urban area (4)";5364;
3207045;"Międzyzdroje - rural area (5)";436;
3207052;"Świerzno (2)";1316;
3207063;"Wolin (3)";4604;
3207064;"Wolin - urban area (4)";1776;
3207065;"Wolin - rural area (5)";2828;
3208000;"Powiat kołobrzeski";39845;
3208011;"Kołobrzeg (1)";27394;
3208022;"Dygowo (2)";1583;
3208033;"Gościno (3)";1769;
3208034;"Gościno - urban area (4)";904;
3208035;"Gościno - rural area (5)";865;
3208042;"Kołobrzeg (2)";4622;
3208052;"Rymań (2)";1248;
3208062;"Siemyśl (2)";1293;
3208072;"Ustronie Morskie (2)";1936;
3209000;"Powiat koszaliński";25333;
3209012;"Będzino (2)";3031;
3209022;"Biesiekierz (2)";2487;
3209033;"Bobolice (3)";3061;
3209034;"Bobolice - urban area (4)";1462;
3209035;"Bobolice - rural area (5)";1599;
3209042;"Manowo (2)";2512;
3209053;"Mielno (3)";4088;
3209054;"Mielno - urban area (4)";2367;
3209055;"Mielno - rural area (5)";1721;
3209063;"Polanów (3)";2723;
3209064;"Polanów - urban area (4)";1003;
3209065;"Polanów - rural area (5)";1720;
3209073;"Sianów (3)";4564;
3209074;"Sianów - urban area (4)";2293;
3209075;"Sianów - rural area (5)";2271;
3209082;"Świeszyno (2)";2867;
3210000;"Powiat myśliborski";23376;
3210013;"Barlinek (3)";6934;
3210014;"Barlinek - urban area (4)";5186;
3210015;"Barlinek - rural area (5)";1748;
3210022;"Boleszkowice (2)";890;
3210033;"Dębno (3)";7192;
3210034;"Dębno - urban area (4)";5215;
3210035;"Dębno - rural area (5)";1977;
3210043;"Myślibórz (3)";7314;
3210044;"Myślibórz - urban area (4)";4484;
3210045;"Myślibórz - rural area (5)";2830;
3210052;"Nowogródek Pomorski (2)";1046;
3211000;"Powiat policki";31056;
3211012;"Dobra (Szczecińska) (2)";10279;
3211022;"Kołbaskowo (2)";5838;
3211033;"Nowe Warpno (3)";656;
3211034;"Nowe Warpno - urban area (4)";486;
3211035;"Nowe Warpno - rural area (5)";170;
3211043;"Police (3)";14283;
3211044;"Police - urban area (4)";11504;
3211045;"Police - rural area (5)";2779;
3212000;"Powiat pyrzycki";13248;
3212012;"Bielice (2)";893;
3212022;"Kozielice (2)";798;
3212033;"Lipiany (3)";2156;
3212034;"Lipiany - urban area (4)";1558;
3212035;"Lipiany - rural area (5)";598;
3212042;"Przelewice (2)";1588;
3212053;"Pyrzyce (3)";6745;
3212054;"Pyrzyce - urban area (4)";4702;
3212055;"Pyrzyce - rural area (5)";2043;
3212062;"Warnice (2)";1068;
3213000;"Powiat sławieński";20207;
3213011;"Darłowo (1)";6330;
3213021;"Sławno (1)";4656;
3213032;"Darłowo (2)";2628;
3213042;"Malechowo (2)";1931;
3213052;"Postomino (2)";2338;
3213062;"Sławno (2)";2324;
3214000;"Powiat stargardzki";45632;
3214011;"Stargard (1)";27765;
3214023;"Chociwel (3)";2035;
3214024;"Chociwel - urban area (4)";1098;
3214025;"Chociwel - rural area (5)";937;
3214033;"Dobrzany (3)";1580;
3214034;"Dobrzany - urban area (4)";773;
3214035;"Dobrzany - rural area (5)";807;
3214042;"Dolice (2)";2387;
3214053;"Ińsko (3)";1374;
3214054;"Ińsko - urban area (4)";837;
3214055;"Ińsko - rural area (5)";537;
3214062;"Kobylanka (2)";2193;
3214082;"Marianowo (2)";986;
3214092;"Stara Dąbrowa (2)";1178;
3214102;"Stargard (2)";4777;
3214113;"Suchań (3)";1357;
3214114;"Suchań - urban area (4)";531;
3214115;"Suchań - rural area (5)";826;
3215000;"Powiat szczecinecki";29469;
3215011;"Szczecinek (1)";16132;
3215023;"Barwice (3)";2785;
3215024;"Barwice - urban area (4)";1296;
3215025;"Barwice - rural area (5)";1489;
3215033;"Biały Bór (3)";1830;
3215034;"Biały Bór - urban area (4)";780;
3215035;"Biały Bór - rural area (5)";1050;
3215043;"Borne Sulinowo (3)";4306;
